"vehicleid","Brand","Model","Year","N_view","N_offer","Seller_Type","Ask_Price","Sale_Price","Target"
538685,"Peugeot","508",2020,82,14,"RAC",1030000,1023000,1
538688,"Peugeot","508",2020,38,4,"RAC",1e+06,997500,1
538693,"Citroen","C5 AirCross",2023,37,3,"RAC",1340000,1313000,1
538734,"Peugeot","508",2020,96,49,"RAC",980000,990000,3
538735,"Peugeot","508",2020,32,8,"RAC",1010000,1010000,1
538736,"Peugeot","508",2020,48,9,"RAC",1085000,1070000,1
538737,"Peugeot","508",2020,68,5,"RAC",960000,0,3
538738,"Peugeot","508",2020,101,72,"RAC",1130000,1120000,1
538739,"Peugeot","508",2020,96,51,"RAC",1e+06,996000,2
538750,"Opel","Crossland",2022,47,6,"FILO",870000,850000,1
538751,"Opel","Crossland",2022,35,0,"FILO",870000,850000,1
538764,"Peugeot","508",2020,48,9,"RAC",1010000,1007000,1
538765,"Peugeot","508",2020,27,24,"RAC",980000,986500,1
538766,"Peugeot","508",2020,30,11,"RAC",980000,982000,1
538767,"Peugeot","508",2020,41,9,"RAC",1e+06,984000,1
538768,"Peugeot","508",2020,185,8,"RAC",1066000,1066400,3
538769,"Renault","Megane",2021,68,108,"RAC",756000,768500,2
538774,"Peugeot","508",2020,38,5,"RAC",1e+06,985000,1
538776,"Peugeot","508",2020,86,13,"RAC",1e+06,992500,2
538777,"Peugeot","508",2020,22,7,"RAC",1030000,1024000,1
538779,"Peugeot","508",2020,31,37,"RAC",1030000,1041500,1
538788,"Renault","Talisman",2020,47,28,"FILO",1e+06,1008000,1
538804,"Citroen","C3",2020,103,4,"RAC",580000,579000,2
538809,"Peugeot","208",2020,71,53,"UYE",460000,0,2
538811,"Peugeot","508",2020,218,43,"RAC",1035000,0,3
538812,"Renault","Clio",2018,58,4,"RAC",560000,0,2
538814,"Renault","Clio",2018,30,3,"RAC",585000,583800,1
538815,"Renault","Clio",2018,47,8,"RAC",560000,562000,1
538816,"Renault","Clio",2018,47,2,"RAC",610000,604500,1
538817,"Renault","Clio",2018,29,35,"RAC",570000,583000,1
538818,"Renault","Clio",2018,54,14,"RAC",6e+05,604000,1
538819,"Renault","Clio",2018,57,21,"RAC",590000,592000,1
538825,"Peugeot","508",2020,46,5,"RAC",1020000,1017000,1
538826,"Peugeot","508",2020,86,4,"RAC",930000,0,3
538827,"Peugeot","508",2020,51,5,"RAC",985000,982000,1
538828,"Peugeot","508",2020,38,36,"RAC",1070000,1076000,1
538829,"Peugeot","508",2020,42,16,"RAC",995000,998000,1
538830,"Peugeot","508",2020,53,6,"RAC",945000,936000,1
538831,"Peugeot","508",2020,117,12,"RAC",925000,0,4
538832,"Peugeot","508",2020,89,4,"RAC",1070000,0,2
538833,"Peugeot","508",2020,62,4,"RAC",980000,0,2
538834,"Peugeot","508",2020,36,36,"RAC",1e+06,979000,1
538837,"Peugeot","508",2020,85,22,"RAC",970000,970000,3
538838,"Peugeot","508",2020,35,16,"RAC",9e+05,8e+05,1
538839,"Peugeot","508",2020,60,7,"RAC",975000,0,2
538873,"Citroen","C3",2020,46,11,"RAC",570000,573000,1
538874,"Peugeot","RIFTER",2023,83,7,"RAC",890000,890000,1
538877,"Renault","Megane",2020,1264,13,"RAC",805000,805000,4
538916,"Opel","Astra",2017,36,2,"RAC",621000,615000,1
538940,"Renault","Clio",2020,186,60,"FILO",7e+05,710000,1
538945,"Renault","Megane",2020,188,102,"FILO",960000,1005000,1
538946,"Renault","Megane",2020,223,65,"FILO",970000,996000,1
538947,"Renault","Symbol",2012,150,19,"UYE",NA,270000,2
538950,"Renault","Symbol",2016,288,17,"FILO",5e+05,0,3
538958,"Peugeot","2008",2020,120,60,"RAC",1050000,1103000,1
538959,"Peugeot","3008",2020,74,18,"RAC",1170000,1199300,1
538987,"Peugeot","3008",2020,102,34,"RAC",1200000,1217000,1
538988,"Renault","Clio",2021,257,76,"RAC",7e+05,755000,1
539043,"Renault","Clio",2021,58,10,"FILO",7e+05,698500,1
539065,"Citroen","C3",2021,109,92,"RAC",7e+05,768000,1
539066,"Renault","Taliant",2022,76,36,"RAC",628000,640500,1
539067,"Renault","Taliant",2022,345,17,"RAC",645000,0,3
539069,"Renault","Symbol",2011,87,16,"UYE",250000,248500,1
539072,"Peugeot","301",2020,65,56,"RAC",448000,480000,1
539077,"Peugeot","3008",2020,120,94,"RAC",1070000,1155000,1
539086,"Peugeot","3008",2020,128,126,"RAC",1090000,1195000,1
539115,"Renault","Megane",2018,54,11,"YETKILI SATICI",740000,738000,1
539143,"Citroen","C-Elysee",2021,125,3,"FILO",630000,609000,1
539148,"Opel","Crossland",2022,70,2,"FILO",885000,858500,1
539167,"Opel","Corsa",2017,35,14,"RAC",565000,565500,1
539170,"Opel","Corsa",2017,48,2,"RAC",573000,567500,1
539194,"Renault","Clio",2020,103,6,"RAC",610000,610300,2
539212,"Renault","Clio",2019,59,6,"RAC",480000,0,2
539213,"Renault","Clio",2019,79,40,"RAC",465000,460000,2
539214,"Renault","Clio",2019,55,9,"RAC",450000,450000,1
539215,"Renault","Clio",2019,53,20,"RAC",470000,457500,2
539216,"Renault","Clio",2019,47,2,"RAC",450000,445000,1
539217,"Renault","Clio",2019,444,28,"RAC",430000,0,4
539262,"Peugeot","508",2020,239,73,"RAC",9e+05,896000,4
539263,"Peugeot","508",2020,111,2,"RAC",1065000,1062500,2
539264,"Peugeot","508",2020,38,45,"RAC",985000,1003000,1
539265,"Renault","Megane",2020,592,0,"FILO",852500,852500,3
539267,"Renault","Clio",2019,210,4,"FILO",750000,750500,1
539309,"Renault","Megane",2020,160,8,"RAC",790000,0,3
539321,"Peugeot","3008",2022,60,5,"RAC",1330000,1300000,1
539322,"Peugeot","3008",2020,96,22,"RAC",1250000,1263000,1
539323,"Peugeot","508",2020,70,10,"RAC",1150000,1119000,1
539326,"Renault","Clio",2023,125,16,"RAC",8e+05,801000,1
539353,"Renault","Clio",2019,68,41,"RAC",450000,465000,1
539354,"Renault","Clio",2019,27,11,"RAC",450000,453000,1
539355,"Renault","Clio",2019,15,34,"RAC",445000,459000,1
539356,"Renault","Clio",2019,29,11,"RAC",455000,458000,1
539357,"Renault","Clio",2019,33,29,"RAC",445000,456000,1
539358,"Renault","Clio",2019,98,11,"RAC",475000,0,3
539359,"Renault","Clio",2019,100,5,"RAC",475000,460000,3
539360,"Renault","Clio",2019,33,13,"RAC",485000,482000,1
539361,"Renault","Clio",2019,36,1,"RAC",470000,465000,1
539362,"Renault","Clio",2019,46,6,"RAC",480000,475000,1
539373,"Peugeot","301",2019,42,57,"YETKILI SATICI",5e+05,519500,1
539379,"Peugeot","301",2019,28,24,"YETKILI SATICI",510000,522000,1
539428,"Peugeot","508",2022,3,0,"Satın Alma",1380000,1380000,2
539447,"Renault","Talisman",2017,49,15,"FILO",850000,849000,1
539519,"Renault","Master",2014,114,5,"YETKILI SATICI",365000,0,3
539522,"Citroen","C-Elysee",2021,73,39,"RAC",570000,598000,1
539553,"Peugeot","301",2019,215,18,"RAC",492000,0,4
539554,"Opel","Corsa",2022,43,15,"RAC",810000,810500,1
539561,"Opel","Crossland",2022,31,1,"RAC",930000,909000,1
539563,"Peugeot","2008",2022,82,2,"RAC",1100000,1061000,3
539564,"Renault","Clio",2022,24,3,"RAC",720000,718500,1
539566,"Opel","Corsa",2022,48,80,"RAC",735000,836000,1
539568,"Peugeot","2008",2023,123,8,"RAC",1155000,0,3
539575,"Opel","Corsa",2022,117,3,"RAC",805000,799000,1
539576,"Opel","Corsa",2022,23,7,"RAC",735000,836000,1
539577,"Opel","Corsa",2022,39,1,"RAC",815000,803000,1
539578,"Peugeot","2008",2023,44,35,"RAC",1160000,1171000,1
539580,"Opel","Mokka",2022,21,13,"RAC",1070000,1080000,1
539594,"Opel","Corsa",2022,31,6,"RAC",850000,848000,1
539612,"Renault","Clio",2022,66,8,"Satın Alma",550000,0,4
539613,"Opel","Crossland",2022,61,4,"RAC",910000,906000,3
539614,"Opel","Mokka",2023,70,6,"RAC",1125000,0,2
539616,"Peugeot","2008",2023,113,22,"RAC",1175000,1174000,2
539617,"Renault","Clio",2022,36,3,"RAC",590000,0,2
539618,"Renault","Clio",2022,39,11,"RAC",6e+05,590500,3
539622,"Opel","Corsa",2022,51,12,"RAC",850000,847500,1
539623,"Opel","Corsa",2022,39,10,"RAC",850000,852500,1
539628,"Opel","Mokka",2021,51,16,"RAC",1025000,1019000,2
539659,"Peugeot","Expert Traveller",2019,41,1,"RAC",788500,0,2
539670,"Peugeot","508",2018,232,60,"RAC",760000,0,4
539674,"Citroen","C-Elysee",2019,44,3,"YETKILI SATICI",555000,552000,2
539796,"Renault","Megane",2018,93,614,"RAC",7e+05,781100,1
539797,"Renault","Megane",2019,209,206,"RAC",785000,827000,1
539798,"Renault","Megane",2020,478,231,"RAC",750000,0,2
539799,"Renault","Megane",2020,219,23,"RAC",730000,730500,4
539800,"Renault","Megane",2020,65,258,"RAC",7e+05,733300,1
539801,"Renault","Megane",2020,151,2,"RAC",750000,0,3
539802,"Renault","Megane",2020,103,220,"RAC",760000,817000,1
539805,"Citroen","C3 AirCross",2020,224,540,"RAC",775000,907200,1
539806,"Citroen","C3",2020,50,9,"RAC",490000,490800,1
539807,"Citroen","C-Elysee",2020,54,168,"RAC",475000,493000,1
539812,"Opel","Corsa",2020,83,194,"RAC",550000,602000,1
539813,"Peugeot","3008",2020,145,404,"RAC",1080000,1148100,1
539814,"Peugeot","301",2020,65,5,"RAC",477000,477000,2
539815,"Renault","Megane",2018,301,4,"RAC",650000,0,4
539816,"Renault","Symbol",2018,73,261,"RAC",405000,453100,1
539817,"Renault","Clio",2020,50,6,"RAC",515000,515900,1
539818,"Renault","Clio",2018,119,86,"RAC",580000,630800,1
539819,"Renault","Clio",2020,122,154,"RAC",480000,543400,1
539820,"Renault","Megane",2020,208,1,"RAC",590000,590000,4
539821,"Renault","Megane",2019,95,2,"RAC",770000,770100,1
539823,"Renault","Megane",2019,108,2,"RAC",785000,785000,1
539824,"Renault","Megane",2019,62,14,"RAC",745000,746000,2
539825,"Renault","Megane",2019,92,3,"RAC",775000,775600,1
539826,"Renault","Megane",2020,176,2,"RAC",820000,820100,1
539827,"Renault","Megane",2020,719,24,"RAC",770000,0,4
539828,"Renault","Megane",2020,90,12,"RAC",750000,0,2
539829,"Renault","Megane",2020,85,3,"RAC",805000,805200,1
539830,"Renault","Megane",2018,88,46,"RAC",720000,725300,1
539831,"Renault","Megane",2018,95,87,"RAC",725000,733600,1
539832,"Renault","Megane",2018,95,4,"RAC",720000,720300,1
539912,"Renault","Fluence",2014,33,3,"UYE",610000,592000,1
539917,"Renault","Clio",2020,38,44,"RAC",650000,654500,1
539933,"Renault","Talisman",2020,48,10,"FILO",1100000,0,2
539936,"Renault","Megane",2020,86,1,"FILO",850000,825600,2
539949,"Peugeot","2008",2021,2,0,"Satın Alma",1300000,1300000,1
539954,"Opel","Astra",2016,74,98,"RAC",615000,0,3
539958,"Renault","Clio",2019,55,100,"RAC",515000,559000,1
539996,"Renault","Clio",2022,101,15,"RAC",725000,726000,1
540000,"Opel","Corsa",2022,40,5,"RAC",825000,822500,1
540001,"Opel","Mokka",2022,73,38,"RAC",850000,1121000,1
540002,"Renault","Taliant",2022,49,11,"RAC",655000,657500,1
540044,"Renault","Megane",2012,51,2,"YETKILI SATICI",5e+05,452000,1
540071,"Renault","Megane",2020,110,4,"RAC",712000,0,2
540075,"Renault","Megane",2020,45,23,"RAC",680000,688000,1
540076,"Renault","Megane",2021,64,9,"RAC",839000,839000,1
540079,"Peugeot","508",2022,76,21,"RAC",1082000,1094000,1
540080,"Peugeot","3008",2020,75,3,"RAC",1160000,1160000,1
540195,"Opel","Corsa",2007,222,18,"UYE",320000,295000,4
540198,"Renault","Megane",2021,78,6,"FILO",790000,762500,3
540209,"Opel","Astra",2019,27,62,"RAC",625000,640000,1
540272,"Renault","Megane",2021,21,4,"FILO",795000,821000,1
540273,"Renault","Talisman",2020,39,2,"FILO",1100000,1079600,1
540274,"Renault","Talisman",2020,12,9,"FILO",965000,992000,1
540281,"Renault","Symbol",2012,118,15,"YETKILI SATICI",355000,356000,1
540282,"Renault","Clio Symbol",2003,111,11,"YETKILI SATICI",2e+05,201000,1
540283,"Peugeot","301",2016,78,2,"YETKILI SATICI",425000,418500,1
540284,"Renault","Kangoo",2006,153,51,"YETKILI SATICI",225000,264000,1
540286,"Renault","Kangoo",2015,77,13,"YETKILI SATICI",390000,392000,1
540310,"Citroen","C3",2020,56,3,"RAC",530000,530200,1
540312,"Peugeot","301",2020,76,248,"RAC",5e+05,530500,1
540313,"Renault","Megane",2019,378,11,"RAC",685000,0,4
540314,"Opel","Corsa",2020,45,3,"RAC",560000,560000,2
540317,"Citroen","C5 AirCross",2020,84,158,"RAC",970000,1e+06,1
540318,"Opel","Astra",2020,706,22,"RAC",720000,0,4
540327,"Opel","Grandland X",2020,354,7,"RAC",960000,960000,3
540329,"Peugeot","301",2019,91,5,"RAC",477000,477000,3
540330,"Renault","Clio",2020,93,4,"RAC",535000,535300,1
540331,"Renault","Clio",2020,63,68,"RAC",455000,461700,1
540338,"Renault","Megane",2018,121,34,"YETKILI SATICI",680000,0,3
540343,"Citroen","Jumper",2020,35,2,"YETKILI SATICI",650000,631000,1
540403,"Opel","Astra",2016,60,7,"YETKILI SATICI",710000,703500,3
540429,"Opel","Antara",2010,64,4,"YETKILI SATICI",635000,628000,3
540480,"Renault","Trafic",2017,50,16,"UYE",645000,0,2
540547,"Renault","Talisman",2020,56,3,"FILO",1200000,1173600,1
540548,"Renault","Talisman",2020,54,3,"FILO",1190000,1170000,1
540549,"Renault","Megane",2020,44,2,"FILO",1e+06,1014000,1
540550,"Renault","Megane",2020,43,2,"FILO",985000,980000,1
540551,"Renault","Megane",2020,64,46,"FILO",1020000,1049000,1
540552,"Renault","Megane",2020,55,24,"FILO",1050000,1070000,1
540553,"Renault","Megane",2020,83,13,"FILO",1080000,1074500,1
540554,"Renault","Megane",2020,96,44,"FILO",1025000,1052000,1
540555,"Renault","Megane",2021,38,1,"FILO",835000,825000,1
540556,"Renault","Megane",2021,48,5,"FILO",870000,860500,1
540585,"Renault","Megane",2020,83,114,"RAC",785000,785000,1
540619,"Renault","Megane",2020,55,140,"RAC",735000,735000,1
540632,"Renault","Clio",2007,28,6,"UYE",340000,310000,2
540658,"Opel","Corsa",2022,33,2,"Satın Alma",825000,825000,2
540659,"Opel","Corsa",2022,42,13,"RAC",860000,850000,1
540661,"Citroen","C-Elysee",2022,34,13,"RAC",640000,635500,1
540667,"Peugeot","2008",2022,0,0,"Satın Alma",1220000,1220000,1
540670,"Citroen","C-Elysee",2022,41,2,"RAC",655000,655700,1
540674,"Peugeot","2008",2022,52,4,"RAC",1115000,1115000,1
540679,"Opel","Mokka",2022,54,28,"RAC",1085000,1091000,1
540692,"Peugeot","2008",2022,44,15,"RAC",1165000,1172000,1
540694,"Renault","Taliant",2022,21,22,"RAC",685000,694000,1
540703,"Renault","Taliant",2022,0,0,"Satın Alma",735000,725000,1
540706,"Citroen","C-Elysee",2022,32,6,"RAC",655000,654000,2
540709,"Citroen","C-Elysee",2023,89,3,"RAC",695000,0,2
540714,"Citroen","C-Elysee",2023,28,2,"RAC",690000,689000,1
540724,"Opel","Corsa",2023,64,7,"RAC",850000,852000,1
540726,"Opel","Mokka",2023,33,1,"RAC",1120000,1116500,1
540735,"Citroen","C3",2021,213,44,"Satın Alma",6e+05,580000,4
540759,"Citroen","C-Elysee",2022,122,33,"RAC",665000,671000,4
540765,"Opel","Mokka",2022,73,9,"RAC",1085000,1081500,1
540768,"Citroen","C-Elysee",2022,45,1,"RAC",655000,654500,1
540774,"Renault","Taliant",2022,27,12,"RAC",665000,669000,1
540783,"Renault","Megane",2020,50,420,"RAC",785000,786000,1
540824,"Renault","Clio",2019,301,30,"RAC",455000,0,4
540825,"Renault","Clio",2019,50,6,"RAC",470000,463000,1
540826,"Renault","Clio",2019,38,37,"RAC",440000,445500,1
540827,"Renault","Clio",2019,37,16,"RAC",460000,456000,1
540828,"Renault","Clio",2019,52,2,"RAC",470000,459500,1
540829,"Renault","Clio",2019,37,5,"RAC",460000,451000,1
540830,"Renault","Clio",2019,45,19,"RAC",455000,442000,1
540831,"Renault","Clio",2019,26,19,"RAC",445000,443500,1
540832,"Renault","Clio",2019,34,3,"RAC",450000,442500,1
540833,"Renault","Clio",2019,59,37,"RAC",440000,451000,1
541047,"Citroen","C5 AirCross",2020,38,80,"YETKILI SATICI",1088000,1115500,1
541824,"Renault","Clio",2022,75,24,"RAC",715000,731000,1
541827,"Renault","Taliant",2022,55,4,"RAC",665000,663500,1
541834,"Peugeot","3008",2023,79,29,"RAC",1400000,1404000,1
541835,"Opel","Crossland",2022,41,68,"RAC",920000,948500,1
541841,"Citroen","C3",2023,78,70,"RAC",837000,837000,2
541843,"Renault","Clio",2022,55,9,"RAC",725000,719000,1
541844,"Renault","Taliant",2022,43,17,"RAC",665000,669000,1
541856,"Opel","Corsa",2022,68,8,"RAC",820000,816000,2
541860,"Renault","Clio",2022,52,4,"RAC",735000,732500,1
541863,"Opel","Corsa",2022,37,5,"RAC",850000,846000,1
541864,"Opel","Corsa",2022,59,28,"RAC",850000,0,2
541870,"Opel","Corsa",2022,30,2,"RAC",820000,815100,1
541871,"Opel","Corsa",2022,100,55,"RAC",850000,852500,3
541873,"Renault","Clio",2022,57,3,"RAC",730000,728500,1
541879,"Renault","Clio",2023,129,13,"UYE",NA,719500,3
541881,"Opel","Astra",2017,216,2,"RAC",589100,0,4
541929,"Opel","Astra",2017,19,3,"YETKILI SATICI",650000,635000,1
541932,"Renault","Megane",2020,26,98,"RAC",717000,717000,1
541936,"Opel","Insignia",2017,0,0,"Satın Alma",NA,975000,2
541964,"Citroen","C-Elysee",2022,30,3,"RAC",655000,654500,1
541969,"Citroen","C3 AirCross",2022,44,1,"RAC",870000,869800,1
541970,"Peugeot","3008",2022,143,171,"RAC",1400000,1481000,1
541976,"Opel","Mokka",2023,49,9,"RAC",1120000,1117000,2
541978,"Renault","Taliant",2022,43,11,"RAC",665000,665000,1
541981,"Opel","Mokka",2022,158,35,"RAC",1115000,1082000,3
541995,"Renault","Megane",2018,35,7,"RAC",722000,715000,1
542000,"Renault","Clio",2022,53,1,"RAC",595000,0,3
542003,"Renault","Clio",2022,47,10,"RAC",730000,737000,1
542006,"Opel","Corsa",2022,73,18,"RAC",830000,0,3
542007,"Renault","Clio",2022,9,8,"RAC",597500,595500,1
542008,"Citroen","C3 AirCross",2022,68,51,"RAC",870000,891500,2
542011,"Renault","Clio",2022,102,40,"RAC",725000,740500,1
542012,"Renault","Clio",2022,28,5,"RAC",730000,721500,1
542017,"Renault","Clio",2022,56,9,"RAC",595000,595500,1
542019,"Opel","Corsa",2022,62,2,"RAC",860000,847000,1
542045,"Peugeot","301",2020,60,6,"FILO",6e+05,575000,1
542046,"Peugeot","301",2020,62,23,"FILO",610000,599500,1
542061,"Renault","Talisman",2021,71,2,"FILO",1275000,1268500,1
542075,"Renault","Clio",2019,57,2,"UYE",625000,591700,2
542118,"Peugeot","308",2020,0,0,"Satın Alma",NA,870000,1
542181,"Opel","Mokka",2022,56,29,"RAC",1115000,1116000,1
542193,"Peugeot","3008",2019,0,0,"Satın Alma",1200000,1200000,1
542195,"Opel","Corsa",2023,73,18,"RAC",850000,843500,2
542197,"Peugeot","2008",2022,0,0,"Satın Alma",1230000,1230000,1
542204,"Peugeot","2008",2022,87,7,"RAC",1115000,1114500,1
542205,"Opel","Crossland",2022,31,34,"RAC",965000,971500,1
542208,"Opel","Crossland",2022,126,36,"RAC",9e+05,915000,3
542210,"Renault","Clio",2022,51,10,"RAC",725000,725500,1
542212,"Peugeot","2008",2023,121,6,"RAC",1155000,1152000,1
542239,"Renault","Megane",2013,33,7,"Satın Alma",NA,630000,1
542263,"Renault","Megane",2022,38,3,"RAC",870000,867600,1
542266,"Opel","Corsa",2022,37,5,"RAC",825000,822500,1
542289,"Opel","Crossland",2022,53,37,"RAC",920000,935500,1
542298,"Opel","Corsa",2023,151,13,"RAC",830000,829500,3
542300,"Citroen","C-Elysee",2023,140,9,"RAC",690000,690000,3
542303,"Opel","Crossland",2022,39,17,"RAC",920000,954000,1
542304,"Opel","Crossland",2022,75,28,"RAC",965000,965000,2
542307,"Opel","Mokka",2022,73,27,"RAC",1090000,1098000,1
542308,"Peugeot","2008",2022,38,30,"RAC",1175000,1178500,1
542327,"Peugeot","2008",2022,60,13,"RAC",1175000,1176500,1
542329,"Renault","Clio",2022,43,5,"RAC",575000,560000,2
542342,"Renault","Megane",2020,63,71,"RAC",702000,750000,1
542343,"Renault","Megane",2020,54,48,"RAC",765000,808000,1
542344,"Renault","Megane",2020,47,31,"RAC",658000,675000,1
542346,"Renault","Megane",2020,35,15,"RAC",738000,738000,1
542347,"Renault","Megane",2020,51,65,"RAC",766000,815000,1
542348,"Renault","Megane",2020,35,59,"RAC",710000,762000,1
542349,"Renault","Megane",2020,62,66,"RAC",760000,795000,1
542353,"Peugeot","2008",2020,64,26,"RAC",1e+06,1015000,1
542354,"Renault","Megane",2022,33,50,"RAC",795000,833000,1
542355,"Renault","Clio",2022,50,46,"RAC",690000,720000,1
542369,"Renault","Megane",2021,36,39,"RAC",779000,811000,1
542376,"Renault","Megane",2019,37,145,"RAC",6e+05,714000,1
542377,"Renault","Megane",2020,53,31,"RAC",8e+05,818000,1
542378,"Renault","Megane",2020,124,22,"RAC",850000,857000,1
542379,"Renault","Megane",2020,40,52,"RAC",780000,816000,1
542380,"Renault","Megane",2020,48,31,"RAC",750000,760000,1
542382,"Renault","Megane",2020,50,5,"RAC",810000,786000,1
542383,"Renault","Megane",2020,131,149,"RAC",722000,0,2
542384,"Renault","Megane",2020,37,58,"RAC",719000,759000,1
542385,"Renault","Megane",2020,43,91,"RAC",730000,803000,1
542386,"Renault","Megane",2020,49,73,"RAC",739000,806000,1
542388,"Renault","Megane",2020,53,37,"RAC",745000,758000,1
542390,"Renault","Megane",2020,118,159,"RAC",860000,868000,2
542392,"Renault","Taliant",2022,22,20,"RAC",633000,648000,1
542394,"Renault","Megane",2020,47,34,"RAC",7e+05,715000,1
542395,"Renault","Megane",2020,43,87,"RAC",730000,808000,1
542396,"Renault","Megane",2020,29,72,"RAC",750000,803000,1
542414,"Opel","Crossland",2022,87,9,"RAC",9e+05,0,2
542421,"Opel","Mokka",2022,82,7,"RAC",1095000,1095000,1
542430,"Citroen","C-Elysee",2023,22,2,"RAC",690000,684000,1
542447,"Peugeot","5008",2020,32,1,"RAC",1210000,1210000,1
542448,"Peugeot","2008",2020,50,47,"RAC",1025000,1043000,1
542455,"Peugeot","301",2020,14,4,"RAC",544000,544000,1
542459,"Peugeot","2008",2020,43,62,"RAC",1019000,1050500,1
542464,"Peugeot","301",2020,28,3,"RAC",555000,549500,1
542472,"Renault","Megane",2019,32,3,"RAC",745000,738000,1
542474,"Opel","Astra",2016,34,4,"RAC",565000,0,3
542480,"Renault","Megane",2020,152,5,"FILO",1090000,1071500,1
542481,"Renault","Megane",2020,440,49,"FILO",950000,0,4
542538,"Citroen","C3",2020,0,0,"Satın Alma",690000,690000,1
